"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Tandartsenpraktijk Amsterdam Noord";"tandartsenpraktijk_amsterdam_noord";"1";"303";"";"0000-00-00 00:00:00";"Van der Pekstraat 92";"1031EG";"";"POINT(4.91047375117235 52.3895929987911)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Amsterdam Noord";"Van der Pekstraat";"92";"1031EG";"Amsterdam";"020 634 1575";"";"http://www.tpan.nl";"info@tpan.nl"
"Tandartsenpraktijk Blok en Huijmans";"tandartsenpraktijk_blok_en_huijmans";"1";"303";"";"0000-00-00 00:00:00";"Cornelis Dirkszstraat 27";"1056TP";"";"POINT(4.85860780189838 52.3719546805342)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Blok en Huijmans";"Cornelis Dirkszstraat";"27";"1056TP";"Amsterdam";"020 683 5626";"";"";""
"Tandartsenpraktijk Bolhuis, Holten & Folmer";"tandartsenpraktijk_bolhuis_holten_folmer";"1";"303";"";"0000-00-00 00:00:00";"Marquette 18";"1081AG";"";"POINT(4.86830078920427 52.3241287042602)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Bolhuis, Holten & Folmer";"Marquette";"18";"1081AG";"Amsterdam";"020 642 7435";"";"http://www.bolhuis-holten.tandartsennet.nl";"praktijkbolhuis@wanadoo.nl"
"Tandartsenpraktijk Buitenveldert";"tandartsenpraktijk_buitenveldert";"1";"303";"";"0000-00-00 00:00:00";"Van Nijenrodeweg 834";"1082JM";"";"POINT(4.8693619917172 52.3274678302027)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Buitenveldert";"Van Nijenrodeweg";"834";"1082JM";"Amsterdam";"020 642 5130";"";"http://www.tandartsenpraktijkbuitenveldert.nl";"tpbbalie@xs4all.nll"
"Tandartsenpraktijk Chin";"tandartsenpraktijk_chin";"1";"303";"";"0000-00-00 00:00:00";"Apollolaan 175";"1077AS";"";"POINT(4.86941981714612 52.3501892011062)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Chin";"Apollolaan";"175";"1077AS";"Amsterdam";"020 676 8404";"";"";""
"Tandartsenpraktijk Copernicus";"tandartsenpraktijk_copernicus";"1";"303";"";"0000-00-00 00:00:00";"Copernicusstraat 59";"1098JE";"";"POINT(4.93811261382833 52.3555478243883)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Copernicus";"Copernicusstraat";"59";"1098JE";"Amsterdam";"020 468 0980";"";"http://tandartsenpraktijkcopernicus.nl";""
"Tandartsenpraktijk Czaar Peterstraat";"tandartsenpraktijk_czaar_peterstraat";"1";"303";"";"0000-00-00 00:00:00";"Czaar Peterstraat 85";"1018PD";"";"POINT(4.9288929166723 52.3699018064751)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Czaar Peterstraat";"Czaar Peterstraat";"85";"1018PD";"Amsterdam";"020 625 6386";"";"http://www.tandzorgczaarpeter.nl";"nahidloyeh@versatel.nl"
"Tandartsenpraktijk De Noorderboog";"tandartsenpraktijk_de_noorderboog";"1";"303";"";"0000-00-00 00:00:00";"Elzenhagensingel 301";"1022LA";"";"POINT(4.93049264429005 52.4021763493539)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk De Noorderboog";"Elzenhagensingel";"301";"1022LA";"Amsterdam";"020 632 3944";"";"http://tandartsnoorderboog.nl/";"info@tandartsnoorderboog.nl"
"Tandartsenpraktijk Dedic";"tandartsenpraktijk_dedic";"1";"303";"";"0000-00-00 00:00:00";"Adriaan van Swietenhof 4";"1067PB";"";"POINT(4.80559228503536 52.3746001831801)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Dedic";"Adriaan van Swietenhof";"4";"1067PB";"Amsterdam";"020 613 9501";"";"";""
"Tandartsenpraktijk Fallah";"tandartsenpraktijk_fallah";"1";"303";"";"0000-00-00 00:00:00";"Nicolaas Ruychaverstraat 20";"1067NH";"";"POINT(4.80485829514775 52.3768165522135)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Fallah";"Nicolaas Ruychaverstraat";"20";"1067NH";"Amsterdam";"020 613 4252";"";"http://www.tandartsfallah.tandartsennet.nl";""
"Tandartsenpraktijk Forouhandeh";"tandartsenpraktijk_forouhandeh";"1";"303";"";"0000-00-00 00:00:00";"Gouden Leeuw 608";"1103KN";"";"POINT(4.97408026738831 52.3250666243504)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Forouhandeh";"Gouden Leeuw";"608";"1103KN";"Amsterdam";"020 690 2456";"";"";"minaforouhandeh@gmail.com"
"Tandartsenpraktijk Fred Liem";"tandartsenpraktijk_fred_liem";"1";"303";"";"0000-00-00 00:00:00";"Murillostraat 1";"1077ND";"";"POINT(4.87501588344226 52.3460162634971)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:33";"2016-06-28 12:30:33";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Fred Liem";"Murillostraat";"1";"1077ND";"Amsterdam";"020 673 7505";"";"";""
"Tandartsenpraktijk Gudde en Van Nederpelt";"tandartsenpraktijk_gudde_en_van_nederpelt";"1";"303";"";"0000-00-00 00:00:00";"Beethovenstraat 1";"1077BD";"";"POINT(4.87912893615854 52.350806492653)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Gudde en Van Nederpelt";"Beethovenstraat";"1";"1077BD";"Amsterdam";"020 679 2054";"";"http://www.tandartsamsterdamzuid.nl/";"info@tandartsamsterdamzuid.nl"
"Tandartsenpraktijk Houtrak";"tandartsenpraktijk_houtrak";"1";"303";"";"0000-00-00 00:00:00";"Barentszplein 6e";"1013NJ";"";"POINT(4.89003409688714 52.3901111375408)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Houtrak";"Barentszplein";"6e";"1013NJ";"Amsterdam";"020 486 7348";"";"http://www.tandartspraktijkhoutrak.nl";""
"Tandartsenpraktijk Kroonenberg";"tandartsenpraktijk_kroonenberg";"1";"303";"";"0000-00-00 00:00:00";"Rossumplein 15";"1106AX";"";"POINT(4.97648080673701 52.2970600921411)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Kroonenberg";"Rossumplein";"15";"1106AX";"Amsterdam";"020 697 6890";"";"http://www.tandartspraktijkkroonenberg.nl";"fckroonenberg@planet.nl"
"Tandartsenpraktijk Leidseplein";"tandartsenpraktijk_leidseplein";"1";"303";"";"0000-00-00 00:00:00";"Zieseniskade 20";"1017RT";"";"POINT(4.88610918258508 52.3617473689461)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Leidseplein";"Zieseniskade";"20";"1017RT";"Amsterdam";"020 625 5930";"020 422 0623";"http://www.mijn-tandarts.nl";""
"Tandartsenpraktijk Liem en Liem-Michael";"tandartsenpraktijk_liem_en_liem_michael";"1";"303";"";"0000-00-00 00:00:00";"Murillostraat 1";"1077ND";"";"POINT(4.87501588344226 52.3460162634971)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Liem en Liem-Michael";"Murillostraat";"1";"1077ND";"Amsterdam";"020 673 7502";"";"";"contact@tpliem-michael.nl"
"Tandartsenpraktijk Liem en Oei";"tandartsenpraktijk_liem_en_oei";"1";"303";"";"0000-00-00 00:00:00";"Koninginneweg 79";"1075CJ";"";"POINT(4.86626393435757 52.3539681890142)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Liem en Oei";"Koninginneweg";"79";"1075CJ";"Amsterdam";"020 618 7242";"";"http://www.tandartsenpraktijkliemenoeiamsterdam.nl/";"tandartsenpraktijk.liem.oei@gmail.com"
"Tandartsenpraktijk Luitse & Fung-A-Yu";"tandartsenpraktijk_luitse_fung_a_yu";"1";"303";"";"0000-00-00 00:00:00";"Tussen Meer 90a";"1069DS";"";"POINT(4.79521891535847 52.3574180557595)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Luitse & Fung-A-Yu";"Tussen Meer";"90a";"1069DS";"Amsterdam";"020 610 6155";"";"http://www.tandartspraktijkluitse-fungayu.123website.nl";"tandartsluitse.fungayu@gmail.com"
"Tandartsenpraktijk Luitse & Fung-A-Yu";"tandartsenpraktijk_luitse_fung_a_yu_1";"1";"303";"";"0000-00-00 00:00:00";"Willem de Zwijgerlaan 97";"1056JH";"";"POINT(4.86296849700188 52.373241337738)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Luitse & Fung-A-Yu";"Willem de Zwijgerlaan";"97";"1056JH";"Amsterdam";"020 618 3567";"";"http://www.tandartspraktijkluitse-fungayu.123website.nl";"tandartsluitse.fungayu@gmail.com"
"Tandartsenpraktijk Meyssen en Rikken";"tandartsenpraktijk_meyssen_en_rikken";"1";"303";"";"0000-00-00 00:00:00";"H&#228;ndelstraat 1";"1077DK";"";"POINT(4.88131731658353 52.3481015631804)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Meyssen en Rikken";"H&#228;ndelstraat";"1";"1077DK";"Amsterdam";"020 673 9981";"";"";"clinic.rikken@planet.nl"
"Tandartsenpraktijk Milletstraat";"tandartsenpraktijk_milletstraat";"1";"303";"";"0000-00-00 00:00:00";"Milletstraat 28";"1077ZE";"";"POINT(4.87002505800183 52.3461114010189)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:34";"2016-06-28 12:30:34";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Milletstraat";"Milletstraat";"28";"1077ZE";"Amsterdam";"020 679 8671";"";"http://www.tandartsenpraktijkmilletstraat.nl";"tpm@hetnet.nl"
"Tandartsenpraktijk Minervalaan";"tandartsenpraktijk_minervalaan";"1";"303";"";"0000-00-00 00:00:00";"Minervalaan 29";"1077NL";"";"POINT(4.87273885532928 52.3487476563977)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Minervalaan";"Minervalaan";"29";"1077NL";"Amsterdam";"020 662 0385";"";"http://www.tandartspraktijkminervalaan.nl";"info@tandartspraktijkminervalaan.nl"
"Tandartsenpraktijk Nguyen";"tandartsenpraktijk_nguyen";"1";"303";"";"0000-00-00 00:00:00";"Hemsterhuisstraat 16";"1065KB";"";"POINT(4.824201780588 52.3627633755475)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Nguyen";"Hemsterhuisstraat";"16";"1065KB";"Amsterdam";"020 617 8409";"";"http://www.tandartsnguyen.tandartsennet.nl";"htdnguyen@yahoo.com"
"Tandartsenpraktijk Oehlers-Sterenborg en Lunsen";"tandartsenpraktijk_oehlers_sterenborg_en_lunsen";"1";"303";"";"0000-00-00 00:00:00";"Meteorensingel 17";"1033CB";"";"POINT(4.89264077511389 52.4105959361709)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Oehlers-Sterenborg en Lunsen";"Meteorensingel";"17";"1033CB";"Amsterdam";"020 633 2482";"";"http://www.kinder.tandartsennet.nl";""
"Tandartsenpraktijk Ottens";"tandartsenpraktijk_ottens";"1";"303";"";"0000-00-00 00:00:00";"Bennebroekstraat 41";"1058LK";"";"POINT(4.84621868975433 52.3527633207027)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Ottens";"Bennebroekstraat";"41";"1058LK";"Amsterdam";"020 615 5086";"";"";""
"Tandartsenpraktijk Plantage-Weesperbuurt";"tandartsenpraktijk_plantage_weesperbuurt";"1";"303";"";"0000-00-00 00:00:00";"Nieuwe Prinsengracht 112";"1018VX";"";"POINT(4.9101182915032 52.3639227207417)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Plantage-Weesperbuurt";"Nieuwe Prinsengracht";"112";"1018VX";"Amsterdam";"020 625 7094";"";"";"tp-plantage-weesperbuurt@xs4all.nl"
"Tandartsenpraktijk Pompen";"tandartsenpraktijk_pompen";"1";"303";"";"0000-00-00 00:00:00";"Courbetstraat 7";"1077ZP";"";"POINT(4.87082952667638 52.3450813199485)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Pompen";"Courbetstraat";"7";"1077ZP";"Amsterdam";"020 673 8577";"";"";"ajpompen@xs4all.nl"
"Tandartsenpraktijk Roelof Hart";"tandartsenpraktijk_roelof_hart";"1";"303";"";"0000-00-00 00:00:00";"Roelof Hartstraat 12";"1071VH";"";"POINT(4.88319073550955 52.3524326659222)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Roelof Hart";"Roelof Hartstraat";"12";"1071VH";"Amsterdam";"020 675 7888";"";"http://www.tandartsenroelofhart.nl";"info@tandartsenroelofhart.nl"
"Tandartsenpraktijk Siewertz van Reesema";"tandartsenpraktijk_siewertz_van_reesema";"1";"303";"";"0000-00-00 00:00:00";"Oude Looiersstraat 57";"1016VH";"";"POINT(4.88094669677934 52.3690144532824)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Siewertz van Reesema";"Oude Looiersstraat";"57";"1016VH";"Amsterdam";"020 624 4058";"";"";""
"Tandartsenpraktijk Stam";"tandartsenpraktijk_stam";"1";"303";"";"0000-00-00 00:00:00";"Amstelveenseweg 1040";"1081JT";"";"POINT(4.85723058262185 52.3237560721627)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:35";"2016-06-28 12:30:35";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Stam";"Amstelveenseweg";"1040";"1081JT";"Amsterdam";"020 646 4750";"";"";"info@praktijkstam.nl"
"Tandartsenpraktijk Tas";"tandartsenpraktijk_tas";"1";"303";"";"0000-00-00 00:00:00";"Henri&#235;tte Bosmansstraat 33";"1077XG";"";"POINT(4.87082840365261 52.342654616027)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Tas";"Henri&#235;tte Bosmansstraat";"33";"1077XG";"Amsterdam";"020 662 6599";"020 673 8154";"";"itas@interestate.nl"
"Tandartsenpraktijk Tendens";"tandartsenpraktijk_tendens";"1";"303";"";"0000-00-00 00:00:00";"Tesselschadestraat 1c";"1054ET";"";"POINT(4.87938394050714 52.3618715030341)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Tendens";"Tesselschadestraat";"1c";"1054ET";"Amsterdam";"020 664 3888";"020 676 8365";"http://www.tendenstandartsen.nl";"info@tendenstandartsen.nl"
"Tandartsenpraktijk Thio";"tandartsenpraktijk_thio";"1";"303";"";"0000-00-00 00:00:00";"Pieter Calandlaan 122";"1068NR";"";"POINT(4.81114786307499 52.3550250040608)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Thio";"Pieter Calandlaan";"122";"1068NR";"Amsterdam";"020 610 8129";"";"http://www.tandartspraktijkthio.nl";""
"Tandartsenpraktijk Van de Veer";"tandartsenpraktijk_van_de_veer";"1";"303";"";"0000-00-00 00:00:00";"Gustav Mahlerplein 116";"1082MA";"";"POINT(4.87302854736119 52.3364087000405)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Van de Veer";"Gustav Mahlerplein";"116";"1082MA";"Amsterdam";"020 - 66 23 071";"";"http://www.vandeveer.nl";"info@tandartsenpraktijkvandeveer.nl"
"Tandartsenpraktijk Van de Veer";"tandartsenpraktijk_van_de_veer_1";"1";"303";"";"0000-00-00 00:00:00";"Tussen Meer 78";"1069DS";"";"POINT(4.79606811423133 52.357584080068)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Van de Veer";"Tussen Meer";"78";"1069DS";"Amsterdam";"020 610 8384";"";"http://www.vandeveer.nl";"info@tandartsenpraktijkvandeveer.nl"
"Tandartsenpraktijk Van der Borden";"tandartsenpraktijk_van_der_borden";"1";"303";"";"0000-00-00 00:00:00";"Van Nijenrodeweg 908";"1081BJ";"";"POINT(4.86058912187373 52.3275099991737)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Van der Borden";"Van Nijenrodeweg";"908";"1081BJ";"Amsterdam";"020 642 8606";"";"http://www.tandartsvanderborden.nl";""
"Tandartsenpraktijk van der Lugt";"tandartsenpraktijk_van_der_lugt";"1";"303";"";"0000-00-00 00:00:00";"Uiterwaardenstraat 79";"1079BS";"";"POINT(4.90789375670631 52.3428824356126)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:36";"2016-06-28 12:30:36";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk van der Lugt";"Uiterwaardenstraat";"79";"1079BS";"Amsterdam";"020 644 6646";"";"https://www.tandartsuiterwaardenstraat.nl";"tandartsuiterwaardenstraat@gmail.com"
"Tandartsenpraktijk Venserpolder";"tandartsenpraktijk_venserpolder";"1";"303";"";"0000-00-00 00:00:00";"Charlotte Bront&#233;straat 46a";"1102XE";"";"POINT(4.94500193134944 52.3241573529901)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Venserpolder";"Charlotte Bront&#233;straat";"46a";"1102XE";"Amsterdam";"020 698 2289";"";"http://www.tpvenserpolder.nl";"info@tpvenserpolder.nl"
"Tandartsenpraktijk West 5";"tandartsenpraktijk_west_5";"1";"303";"";"0000-00-00 00:00:00";"Slotermeerlaan 69";"1064HA";"";"POINT(4.81910249854119 52.3769037258959)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk West 5";"Slotermeerlaan";"69";"1064HA";"Amsterdam";"020 447 3489";"";"http://west5-tandarts.nl";"tandartspraktijkwest5@gmail.com"
"Tandartsenpraktijk Westerpark";"tandartsenpraktijk_westerpark";"1";"303";"";"0000-00-00 00:00:00";"Waterspiegelplein 60";"1051PC";"";"POINT(4.86912607853516 52.3841525598278)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Westerpark";"Waterspiegelplein";"60";"1051PC";"Amsterdam";"020 682 9424";"";"http://www.tandartswesterpark.nl";"tandartswesterpark@gmail.com"
"Tandartsparktijk Palladino";"tandartsparktijk_palladino";"1";"303";"";"0000-00-00 00:00:00";"Cornelis Dirkszstraat 27";"1056TP";"";"POINT(4.85860780189838 52.3719546805342)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartsparktijk Palladino";"Cornelis Dirkszstraat";"27";"1056TP";"Amsterdam";"020 683 5649";"020 683 5663";"http://www.drpalladino.com";"tandartspraktijkpalladino@hotmail.com"
"Tandartspraktijk Amsterdam";"tandartspraktijk_amsterdam";"1";"303";"";"0000-00-00 00:00:00";"Brouwersgracht 234b";"1013HE";"";"POINT(4.88612894840185 52.3820956378319)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Amsterdam";"Brouwersgracht";"234b";"1013HE";"Amsterdam";"020 420 3504";"";"http://www.tpamsterdam.nl";"brouwersgracht@tpamsterdam.nl"
"Tandartspraktijk Amsterdam";"tandartspraktijk_amsterdam_1";"1";"303";"";"0000-00-00 00:00:00";"Esplanade de Meer 2";"1098WL";"";"POINT(4.94922266715214 52.3438245269517)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Amsterdam";"Esplanade de Meer";"2";"1098WL";"Amsterdam";"020 420 3504";"";"http://www.tpamsterdam.nl";"brouwersgracht@tpamsterdam.nl"
"Tandartspraktijk Amsterdam";"tandartspraktijk_amsterdam_2";"1";"303";"";"0000-00-00 00:00:00";"IJburglaan 388";"1086XT";"";"POINT(4.97949580375474 52.3631124245653)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Amsterdam";"IJburglaan";"388";"1086XT";"Amsterdam";"020 420 3504";"";"http://www.tpamsterdam.nl";"brouwersgracht@tpamsterdam.nl"
"Tandartspraktijk Amsterdamse Poort";"tandartspraktijk_amsterdamse_poort";"1";"303";"";"0000-00-00 00:00:00";"Hoogoord 52";"1102CC";"";"POINT(4.95454622078389 52.3125487464638)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Amsterdamse Poort";"Hoogoord";"52";"1102CC";"Amsterdam";"020 699 7274";"";"";""
"Tandartspraktijk Arnout & Hobbelink";"tandartspraktijk_arnout_hobbelink";"1";"303";"";"0000-00-00 00:00:00";"Van Boshuizenstraat 561";"1082AV";"";"POINT(4.87494130419154 52.3244991789335)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Arnout & Hobbelink";"Van Boshuizenstraat";"561";"1082AV";"Amsterdam";"020 642 0707";"";"http://www.ahtandartsen.nl";"info@ahtandartsen.nl"
"Tandartspraktijk B. F. de Pruyssenaere";"tandartspraktijk_b_f_de_pruyssenaere";"1";"303";"";"0000-00-00 00:00:00";"Geerdinkhof 47";"1103PR";"";"POINT(4.98258917485975 52.3233344281672)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk B. F. de Pruyssenaere";"Geerdinkhof";"47";"1103PR";"Amsterdam";"020 690 8920";"";"";""
"Tandartspraktijk Barends";"tandartspraktijk_barends";"1";"303";"";"0000-00-00 00:00:00";"Pieter Calandlaan 398";"1060TS";"";"POINT(4.79043847430872 52.350491413652)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:37";"2016-06-28 12:30:37";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Barends";"Pieter Calandlaan";"398";"1060TS";"Amsterdam";"020 610 4399";"";"";"barends8@xs4all.nl"
"Tandartspraktijk Batavia";"tandartspraktijk_batavia";"1";"303";"";"0000-00-00 00:00:00";"Zeeburgerdijk 301";"1095AD";"";"POINT(4.94525650122033 52.3663329884177)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Batavia";"Zeeburgerdijk";"301";"1095AD";"Amsterdam";"020 665 8588";"";"http://www.tpbatavia.nl";"info@tpbatavia.nl"
"Tandartspraktijk Becht";"tandartspraktijk_becht";"1";"303";"";"0000-00-00 00:00:00";"Churchill-laan 162";"1078ER";"";"POINT(4.89384501392778 52.3473095967747)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Becht";"Churchill-laan";"162";"1078ER";"Amsterdam";"020 664 2882";"";"";""
"Tandartspraktijk Berghuis";"tandartspraktijk_berghuis";"1";"303";"";"0000-00-00 00:00:00";"Meeuwenlaan 25";"1021HR";"";"POINT(4.91228908155823 52.3833179086828)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Berghuis";"Meeuwenlaan";"25";"1021HR";"Amsterdam";"020 636 0755";"";"https://www.tandarts-daanberghuis.nl";""
