"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"De Regenboog Groep";"de_regenboog_groep_1";"1";"281";"";"0000-00-00 00:00:00";"Droogbak 1d";"1013GE";"";"POINT(4.89413939550038 52.380259820669)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"De Regenboog Groep";"Droogbak";"1d";"1013GE";"Amsterdam";"020 531 7600";"";"http://www.deregenboog.org";"info@deregenboog.org"
"De Riethorst, GGZ-centrum voor doven & slechthorenden";"de_riethorst_ggz_centrum_voor_doven_slechthorenden_1";"1";"281";"";"0000-00-00 00:00:00";"Strekkerweg 77";"1033DA";"";"POINT(4.89473619464938 52.404546992831)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"De Riethorst, GGZ-centrum voor doven & slechthorenden";"Strekkerweg";"77";"1033DA";"Amsterdam";"031 843 3610";"";"http://www.propersona.nl";"infodoven-slechthorenden@propersona.nl"
"De Schakel, inloop / maaltijden / kringloop";"de_schakel_inloop_maaltijden_kringloop_1";"1";"281";"";"0000-00-00 00:00:00";"De Wittenkade 109";"1052AG";"";"POINT(4.87704358256216 52.3828297892819)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"De Schakel, inloop / maaltijden / kringloop";"De Wittenkade";"109";"1052AG";"Amsterdam";"020 684 2356";"";"http://www.kerkkoepelwest.nl";""
"DieetPlaneet";"dieetplaneet";"1";"281";"";"0000-00-00 00:00:00";"Baarsjesweg 289";"1058AG";"";"POINT(4.85580382191538 52.3596379073453)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Baarsjesweg";"289";"1058AG";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"DieetPlaneet";"dieetplaneet_1";"1";"281";"";"0000-00-00 00:00:00";"Gerard Terborgstraat 46";"1071TP";"";"POINT(4.88221701580906 52.352233805103)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Gerard Terborgstraat";"46";"1071TP";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"DieetPlaneet";"dieetplaneet_2";"1";"281";"";"0000-00-00 00:00:00";"Halmaheirastraat 3";"1094RD";"";"POINT(4.9391567674713 52.3611690989647)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:31";"2016-04-29 13:12:31";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Halmaheirastraat";"3";"1094RD";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"DieetPlaneet";"dieetplaneet_3";"1";"281";"";"0000-00-00 00:00:00";"Jan van Galenstraat 76";"1056CC";"";"POINT(4.86131567576651 52.3751663693234)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Jan van Galenstraat";"76";"1056CC";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"DieetPlaneet";"dieetplaneet_4";"1";"281";"";"0000-00-00 00:00:00";"Sam van Houtenstraat 9";"1067JA";"";"POINT(4.80520896748721 52.3791910438749)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Sam van Houtenstraat";"9";"1067JA";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"DieetPlaneet";"dieetplaneet_5";"1";"281";"";"0000-00-00 00:00:00";"Spuistraat 239";"1012VP";"";"POINT(4.88941121801893 52.3710096659766)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"DieetPlaneet";"Spuistraat";"239";"1012VP";"Amsterdam";"020 686 6506";"";"http://www.dieetplaneet.nl";"info@dieetplaneet.nl"
"Effe bij moeder an";"effe_bij_moeder_an";"1";"281";"";"0000-00-00 00:00:00";"Knollendamstraat 9A";"1013TL";"";"POINT(4.87792519219701 52.3904731224072)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Effe bij moeder an";"Knollendamstraat";"9A";"1013TL";"Amsterdam";"020 686 6217";"";"http://www.effebijmoederan.nl";"effebijmoederan@gmail.com"
"Evean Korthagenhuis";"evean_korthagenhuis_6";"1";"281";"";"0000-00-00 00:00:00";"Amerbos 590";"1025ZZ";"";"POINT(4.93987619079198 52.4048428761997)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Evean Korthagenhuis";"Amerbos";"590";"1025ZZ";"Amsterdam";"020 632 6281";"";"http://www.evean.nl";""
"Fasehuis Het Gein";"fasehuis_het_gein";"1";"281";"";"0000-00-00 00:00:00";"Vianenstraat 2";"1106DD";"";"POINT(4.98390974612081 52.3006627979)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fasehuis Het Gein";"Vianenstraat";"2";"1106DD";"Amsterdam";"020 696 0479";"";"http://www.legerdesheils.nl/goodwillcentra-amsterdam/";""
"FIOM team";"fiom_team_2";"1";"281";"";"0000-00-00 00:00:00";"Hofgeest 341";"1102ER";"";"POINT(4.95420750871907 52.3111903519439)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"FIOM team";"Hofgeest";"341";"1102ER";"Amsterdam";"020 520 1670";"";"http://www.altra.nl/fiom";"fiom@altra.nl"
"FIOM team";"fiom_team_3";"1";"281";"";"0000-00-00 00:00:00";"Wingerdweg 52";"1032AN";"";"POINT(4.91670196390276 52.3910109917999)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"FIOM team";"Wingerdweg";"52";"1032AN";"Amsterdam";"020 520 1670";"";"http://www.altra.nl/fiom";"fiom@altra.nl"
"Fokus wonen met adl-assistentie";"fokus_wonen_met_adl_assistentie_4";"1";"281";"";"0000-00-00 00:00:00";"Amstelveenseweg 310";"1076CS";"";"POINT(4.85720882378969 52.3464771284987)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:32";"2016-04-29 13:12:32";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fokus wonen met adl-assistentie";"Amstelveenseweg";"310";"1076CS";"Amsterdam";"020 665 4788";"";"http://www.fokuswonen.nl";""
"Fokus wonen met adl-assistentie";"fokus_wonen_met_adl_assistentie_5";"1";"281";"";"0000-00-00 00:00:00";"Dwaze Moeders plein 1";"1068RT";"";"POINT(4.8081015936522 52.3556213095559)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fokus wonen met adl-assistentie";"Dwaze Moeders plein";"1";"1068RT";"Amsterdam";"020 665 4788";"";"http://www.fokuswonen.nl";""
"Fokus wonen met adl-assistentie";"fokus_wonen_met_adl_assistentie_6";"1";"281";"";"0000-00-00 00:00:00";"Entrepotbrug 55";"1019JC";"";"POINT(4.93738620227457 52.3692872633141)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fokus wonen met adl-assistentie";"Entrepotbrug";"55";"1019JC";"Amsterdam";"020 665 4788";"";"http://www.fokuswonen.nl";""
"Fokus wonen met adl-assistentie";"fokus_wonen_met_adl_assistentie_7";"1";"281";"";"0000-00-00 00:00:00";"Wethouder Ed. Polakstraat 31";"1107CV";"";"POINT(4.98895415903919 52.2923482064667)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fokus wonen met adl-assistentie";"Wethouder Ed. Polakstraat";"31";"1107CV";"Amsterdam";"020 665 4788";"";"http://www.fokuswonen.nl";""
"Fourstar Nederland";"fourstar_nederland";"1";"281";"";"0000-00-00 00:00:00";"Joan Muyskenweg 22";"1096CJ";"";"POINT(4.91477945830079 52.3329157339047)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fourstar Nederland";"Joan Muyskenweg";"22";"1096CJ";"Amsterdam";"088 030 5600";"";"http://www.fourstar.nl";"info@fourstar.nl"
"Fourstar Nederland";"fourstar_nederland_1";"1";"281";"";"0000-00-00 00:00:00";"Sportpark de Weeren 5";"1027EC";"";"POINT(4.91030344933954 52.4149824082887)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Fourstar Nederland";"Sportpark de Weeren";"5";"1027EC";"Amsterdam";"088 030 5600";"";"http://www.fourstar.nl";"info@fourstar.nl"
"Gehandicapten Platform Geuzenveld / Slotermeer";"gehandicapten_platform_geuzenveld_slotermeer_6";"1";"281";"";"0000-00-00 00:00:00";"Aalbersestraat 248A";"1067GM";"";"POINT(4.79814931132976 52.3799470577476)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Gehandicapten Platform Geuzenveld / Slotermeer";"Aalbersestraat";"248A";"1067GM";"Amsterdam";"020 696 5470";"";"http://www.stgdebrug.nl";"corvandrongelen@gmail.nl"
"Gemeenschap Oudezijds 100";"gemeenschap_oudezijds_100_1";"1";"281";"";"0000-00-00 00:00:00";"Oudezijds Achterburgwal 100";"1012DS";"";"POINT(4.89799645165028 52.3727800764557)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Gemeenschap Oudezijds 100";"Oudezijds Achterburgwal";"100";"1012DS";"Amsterdam";"020 626 6634";"020 627 7283";"http://www.oudezijds100.nl";"info@oudezijds100.nl"
"GGMD (maatschappelijk werk doven en slechthorenden)";"ggmd_maatschappelijk_werk_doven_en_slechthorenden_3";"1";"281";"";"0000-00-00 00:00:00";"Osdorper Ban 1";"1068LD";"";"POINT(4.80404678195825 52.3625849157315)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"GGMD (maatschappelijk werk doven en slechthorenden)";"Osdorper Ban";"1";"1068LD";"Amsterdam";"0800 337 4667";"0182 549 196";"http://www.ggmd.nl";"amsterdam@ggmd.nl"
"GO! Onderwijs";"go_onderwijs";"1";"281";"";"0000-00-00 00:00:00";"Vlaardingenlaan 25";"1062HM";"";"POINT(4.83542935988208 52.3465213986311)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"GO! Onderwijs";"Vlaardingenlaan";"25";"1062HM";"Amsterdam";"06 4520 4018";"";"http://www.projectgo.nl";"info@projectgo.nl"
"Heliomare Amsterdam";"heliomare_amsterdam_2";"1";"281";"";"0000-00-00 00:00:00";"Baarsstraat 15";"1075RT";"";"POINT(4.85470029525033 52.3500609791286)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:33";"2016-04-29 13:12:33";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Heliomare Amsterdam";"Baarsstraat";"15";"1075RT";"Amsterdam";"088 920 8800";"";"http://www.heliomare.nl";"db-amsterdam@heliomare.nl"
"Heliomare Amsterdam";"heliomare_amsterdam_3";"1";"281";"";"0000-00-00 00:00:00";"Hoptille 465";"1102PJ";"";"POINT(4.95580302981431 52.3084638943307)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Heliomare Amsterdam";"Hoptille";"465";"1102PJ";"Amsterdam";"088 920 8355";"";"http://www.heliomare.nl";"db-amsterdam@heliomare.nl"
"Houtwerkplaats Papaverweg";"houtwerkplaats_papaverweg";"1";"281";"";"0000-00-00 00:00:00";"Papaverweg 37c";"1032KE";"";"POINT(4.90619227320112 52.3956243863587)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Houtwerkplaats Papaverweg";"Papaverweg";"37c";"1032KE";"Amsterdam";"020 494 0697";"";"http://www.cordaan.nl";""
"Humanitas";"humanitas";"1";"281";"";"0000-00-00 00:00:00";"Sarphatistraat 4";"1017WS";"";"POINT(4.90210339499815 52.3597827618791)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Humanitas";"Sarphatistraat";"4";"1017WS";"Amsterdam";"020 773 6542";"020 622 73 67";"http://www.humanitas.nl";"kantoor.amsterdam@humanitas.nl"
"HVO-Querido";"hvo_querido_2";"1";"281";"";"0000-00-00 00:00:00";"Eerste Ringdijkstraat 5";"1097BC";"";"POINT(4.91891283765617 52.3501253517124)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"HVO-Querido";"Eerste Ringdijkstraat";"5";"1097BC";"Amsterdam";"020 561 9090";"020 561 9091";"http://www.hvoquerido.nl/";"info@hvoquerido.nl"
"HVO-Querido";"hvo_querido_3";"1";"281";"";"0000-00-00 00:00:00";"Marnixkade 109F";"1015ZL";"";"POINT(4.87674510359242 52.3755844114509)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"HVO-Querido";"Marnixkade";"109F";"1015ZL";"Amsterdam";"020 561 9090";"020 561 9091";"http://www.hvoquerido.nl/";"info@hvoquerido.nl"
"In2work, coaching & loopbaanadvies";"in2work_coaching_loopbaanadvies";"1";"281";"";"0000-00-00 00:00:00";"Verrijn Stuartweg 30B";"1112AX";"";"POINT(4.9666266 52.3314666)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"In2work, coaching & loopbaanadvies";"Verrijn Stuartweg";"30B";"1112AX";"Amsterdam";"020 416 0333";"020 205 0250";"http://www.i2w.nl";"admin@i2w.nl"
"Indaad";"indaad_1";"1";"281";"";"0000-00-00 00:00:00";"Marius Bauerstraat 30";"1062AR";"";"POINT(4.8379998811253 52.3629450331677)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Indaad";"Marius Bauerstraat";"30";"1062AR";"Amsterdam";"020 681 8130";"";"http://www.indaad.nl";"info@indaad.nl"
"Initiatiefgroep Toegankelijkheid Amsterdam-Noord";"initiatiefgroep_toegankelijkheid_amsterdam_noord_4";"1";"281";"";"0000-00-00 00:00:00";"Buiksloterdijk 234";"1025WE";"";"POINT(4.92253306692958 52.3981162811783)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Initiatiefgroep Toegankelijkheid Amsterdam-Noord";"Buiksloterdijk";"234";"1025WE";"Amsterdam";"020 634 0498";"";"";"c.b.alberts@planet.nl"
"Inloophuis De Tweede Mijl";"inloophuis_de_tweede_mijl_1";"1";"281";"";"0000-00-00 00:00:00";"Willemsstraat 39";"1015HW";"";"POINT(4.88511043336344 52.3812464803589)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:34";"2016-04-29 13:12:34";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Inloophuis De Tweede Mijl";"Willemsstraat";"39";"1015HW";"Amsterdam";"020 623 2828";"";"http://www.detweedemijl.nl";""
"Jellinek";"jellinek_9";"1";"281";"";"0000-00-00 00:00:00";"Jacob Obrechtstraat 92";"1071KR";"";"POINT(4.87716592332137 52.3530360013636)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Jellinek";"Jacob Obrechtstraat";"92";"1071KR";"Amsterdam";"020 590 4444";"";"http://www.jellinek.nl/";""
"Jellinek";"jellinek_10";"1";"281";"";"0000-00-00 00:00:00";"Surinameplein 35";"1058GM";"";"POINT(4.8520993233509 52.3576259372672)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Jellinek";"Surinameplein";"35";"1058GM";"Amsterdam";"020 590 4444";"";"http://www.jellinek.nl/";""
"Jellinek";"jellinek_11";"1";"281";"";"0000-00-00 00:00:00";"Tweede Constantijn Huygensstraat 39";"1054CP";"";"POINT(4.87321094181789 52.3641384434116)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Jellinek";"Tweede Constantijn Huygensstraat";"39";"1054CP";"Amsterdam";"020 590 4444";"";"http://www.jellinek.nl/";""
"Jeugdsportfonds Amsterdam";"jeugdsportfonds_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Bijlmerdreef 1289";"1103TV";"";"POINT(4.97565723908227 52.3226813778957)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Jeugdsportfonds Amsterdam";"Bijlmerdreef";"1289";"1103TV";"Amsterdam";"";"";"http://amsterdam.jeugdsportfonds.nl/";"amsterdam@jeugdsportfonds.nl"
"Jongerencultuurfonds";"jongerencultuurfonds";"1";"281";"";"0000-00-00 00:00:00";"Postbus 75334";"1070AH";"";"POINT(-60.6486658 -32.9934643)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Jongerencultuurfonds";"Postbus";"75334";"1070AH";"Amsterdam";"";"";"http://www.jongerencultuurfonds.nl";""
"KDC De Kring";"kdc_de_kring_2";"1";"281";"";"0000-00-00 00:00:00";"Funke K&#252;pperstraat 4";"1068KM";"";"POINT(4.81156469091204 52.3523127177086)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"KDC De Kring";"Funke K&#252;pperstraat";"4";"1068KM";"Amsterdam";"020 610 4008";"";"http://www.cordaan.nl";""
"KDC De Schuit";"kdc_de_schuit_2";"1";"281";"";"0000-00-00 00:00:00";"President Allendelaan 403";"1068VN";"";"POINT(4.80582108494578 52.3661078649175)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"KDC De Schuit";"President Allendelaan";"403";"1068VN";"Amsterdam";"020 667 0096";"";"http://www.cordaan.nl";""
"Kentalis Zorg";"kentalis_zorg_15";"1";"281";"";"0000-00-00 00:00:00";"Derkinderenstraat 1";"1062BE";"";"POINT(4.84034458764035 52.3597202930998)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kentalis Zorg";"Derkinderenstraat";"1";"1062BE";"Amsterdam";"020 511 0550";"";"http://www.kentalis.nl";"aanmeldingamsterdam@kentalis.nl"
"Kentalis Zorg";"kentalis_zorg_16";"1";"281";"";"0000-00-00 00:00:00";"Herman de Manstraat 1";"1064BX";"";"POINT(4.82991124523222 52.3757417455987)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:35";"2016-04-29 13:12:35";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kentalis Zorg";"Herman de Manstraat";"1";"1064BX";"Amsterdam";"020 511 0550";"";"http://www.kentalis.nl";"aanmeldingamsterdam@kentalis.nl"
"Kentalis Zorg";"kentalis_zorg_17";"1";"281";"";"0000-00-00 00:00:00";"Hoogheemraadweg 2";"1069VM";"";"POINT(4.78070073164883 52.3586398536566)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kentalis Zorg";"Hoogheemraadweg";"2";"1069VM";"Amsterdam";"020 511 0550";"";"http://www.kentalis.nl";"aanmeldingamsterdam@kentalis.nl"
"Kentalis Zorg";"kentalis_zorg_18";"1";"281";"";"0000-00-00 00:00:00";"Jan Sluijtersstraat 9";"1062CJ";"";"POINT(4.83775935008874 52.3598431385266)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kentalis Zorg";"Jan Sluijtersstraat";"9";"1062CJ";"Amsterdam";"020 511 0550";"";"http://www.kentalis.nl";"aanmeldingamsterdam@kentalis.nl"
"Kentalis Zorg";"kentalis_zorg_19";"1";"281";"";"0000-00-00 00:00:00";"Jan Tooropstraat 1";"1062BK";"";"POINT(4.83639829346147 52.3595042659925)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kentalis Zorg";"Jan Tooropstraat";"1";"1062BK";"Amsterdam";"020 511 0550";"";"http://www.kentalis.nl";"aanmeldingamsterdam@kentalis.nl"
"Kids at Home";"kids_at_home_5";"1";"281";"";"0000-00-00 00:00:00";"Donker Curtiusstraat 31";"1051MC";"";"POINT(4.87126342179425 52.3784546972955)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kids at Home";"Donker Curtiusstraat";"31";"1051MC";"Amsterdam";"020 684 6997";"";"http://www.kids-at-home.nl";"adamzuid@kids-at-home.nl"
"Kids at Home";"kids_at_home_11";"1";"281";"";"0000-00-00 00:00:00";"Maria Austriastraat 640";"1087JC";"";"POINT(4.99871386805544 52.3546836871764)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kids at Home";"Maria Austriastraat";"640";"1087JC";"Amsterdam";"020 684 6997";"";"http://www.kids-at-home.nl";"adamzuid@kids-at-home.nl"
"Kids at Home";"kids_at_home_12";"1";"281";"";"0000-00-00 00:00:00";"Meteorenweg 125";"1033GW";"";"POINT(4.88689327832145 52.4119828645781)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kids at Home";"Meteorenweg";"125";"1033GW";"Amsterdam";"020 684 6997";"";"http://www.kids-at-home.nl";"adamzuid@kids-at-home.nl"
"Kids at Home";"kids_at_home_13";"1";"281";"";"0000-00-00 00:00:00";"Roompotstraat 1";"1078KS";"";"POINT(4.88849039271406 52.3458131632375)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kids at Home";"Roompotstraat";"1";"1078KS";"Amsterdam";"020 684 6997";"";"http://www.kids-at-home.nl";"adamzuid@kids-at-home.nl"
"Kids at Home";"kids_at_home_14";"1";"281";"";"0000-00-00 00:00:00";"Van Boetzelaerstraat 49";"1051CZ";"";"POINT(4.87205717824741 52.3821880517126)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kids at Home";"Van Boetzelaerstraat";"49";"1051CZ";"Amsterdam";"020 684 6997";"";"http://www.kids-at-home.nl";"adamzuid@kids-at-home.nl"
"Kindercentrum De Ster";"kindercentrum_de_ster";"1";"281";"";"0000-00-00 00:00:00";"Cornelis Schuurmanhof 16";"1106WR";"";"POINT(4.99334980770013 52.2975039444502)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:36";"2016-04-29 13:12:36";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kindercentrum De Ster";"Cornelis Schuurmanhof";"16";"1106WR";"Amsterdam";"06 1443 4848";"";"http://www.desterkindercentrum.nl";"info@desterkindercentrum.nl"
"Kindercentrum De Ster";"kindercentrum_de_ster_1";"1";"281";"";"0000-00-00 00:00:00";"Nilda Pintostraat 2";"1103ML";"";"POINT(4.96664847606707 52.3214183771265)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kindercentrum De Ster";"Nilda Pintostraat";"2";"1103ML";"Amsterdam";"06 1443 4848";"";"http://www.desterkindercentrum.nl";"info@desterkindercentrum.nl"
"Kinderdagcentrum Omega";"kinderdagcentrum_omega";"1";"281";"";"0000-00-00 00:00:00";"Fritz Dietrich Kahlenbergstraat 66";"1087LL";"";"POINT(5.00915938868404 52.3484351116003)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kinderdagcentrum Omega";"Fritz Dietrich Kahlenbergstraat";"66";"1087LL";"Amsterdam";"020 699 4225";"";"http://www.stichtingomega.nl";"algemeen@stichtingomega.nl"
