"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Psychologie- en psychotherapiepraktijk Kroonen";"psychologie_en_psychotherapiepraktijk_kroonen_2";"1";"235";"";"0000-00-00 00:00:00";"Commelinstraat 216";"1093VD";"";"POINT(4.92609645036591 52.3634737306796)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologie- en psychotherapiepraktijk Kroonen";"Commelinstraat";"216";"1093VD";"Amsterdam";"06 1228 4717";"020 676 1894";"";"bertkroonen@planet.nl"
"Psychologie- en seksuologiepraktijk Reichling-de Jong";"psychologie_en_seksuologiepraktijk_reichling_de_jong_4";"1";"235";"";"0000-00-00 00:00:00";"Jacob Marisstraat 114";"1058JB";"";"POINT(4.85250268730243 52.3570435554619)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologie- en seksuologiepraktijk Reichling-de Jong";"Jacob Marisstraat";"114";"1058JB";"Amsterdam";"06 5373 1175";"";"";"psychologenpraktijk@reichling.nl"
"Psychologie- en seksuologiepraktijk Reichling-de Jong";"psychologie_en_seksuologiepraktijk_reichling_de_jong_5";"1";"235";"";"0000-00-00 00:00:00";"Keizersgracht 106";"1015CV";"";"POINT(4.88721174869219 52.3772468566837)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologie- en seksuologiepraktijk Reichling-de Jong";"Keizersgracht";"106";"1015CV";"Amsterdam";"06 5373 1175";"";"";"psychologenpraktijk@reichling.nl"
"Psychologiepraktijk Van Tilburg";"psychologiepraktijk_van_tilburg_1";"1";"235";"";"0000-00-00 00:00:00";"Memlingstraat 9";"1077LP";"";"POINT(4.8747938263093 52.3499968819164)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologiepraktijk Van Tilburg";"Memlingstraat";"9";"1077LP";"Amsterdam";"06 4208 9455";"";"";"henrivantilburg@hotmail.com"
"Psychotherapiepraktijk Baanbrekend";"psychotherapiepraktijk_baanbrekend_1";"1";"235";"";"0000-00-00 00:00:00";"Voltaplein 15";"1098NN";"";"POINT(4.94112475624311 52.3537886334998)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Baanbrekend";"Voltaplein";"15";"1098NN";"Amsterdam";"06 2707 0903";"";"http://bresserborsjevanderbaan.nl";"baanbrekend@mrb.nl"
"Psychotherapiepraktijk Boers-Stoll";"psychotherapiepraktijk_boers_stoll_2";"1";"235";"";"0000-00-00 00:00:00";"Wittgensteinlaan 247";"1062KG";"";"POINT(4.83624148817536 52.3543984813029)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Boers-Stoll";"Wittgensteinlaan";"247";"1062KG";"Amsterdam";"020 408 3282";"";"";"claireboers@hetnet.nl"
"Psychotherapiepraktijk Fels";"psychotherapiepraktijk_fels_1";"1";"235";"";"0000-00-00 00:00:00";"Haarlemmerplein 48a";"1013HS";"";"POINT(4.88310884529111 52.3853658097278)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Fels";"Haarlemmerplein";"48a";"1013HS";"Amsterdam";"020 682 5978";"";"";""
"Psychotherapiepraktijk Kerkstraat";"psychotherapiepraktijk_kerkstraat_1";"1";"235";"";"0000-00-00 00:00:00";"Kerkstraat 299";"1017GZ";"";"POINT(4.89482057865867 52.3626469770023)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Kerkstraat";"Kerkstraat";"299";"1017GZ";"Amsterdam";"020 627 8363";"020 330 7210";"";""
"Psychotherapiepraktijk Leo Goetstouwers";"psychotherapiepraktijk_leo_goetstouwers_2";"1";"235";"";"0000-00-00 00:00:00";"Buikslotermeerplein 527";"1025WR";"";"POINT(4.94176813559006 52.3979025678126)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Leo Goetstouwers";"Buikslotermeerplein";"527";"1025WR";"Amsterdam";"06 1237 7965";"";"http://www.therapieamsterdam.com";""
"Psychotherapiepraktijk Living-History";"psychotherapiepraktijk_living_history_1";"1";"235";"";"0000-00-00 00:00:00";"Visseringstraat 51";"1051MG";"";"POINT(4.87009285330376 52.3768228151066)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Living-History";"Visseringstraat";"51";"1051MG";"Amsterdam";"06 2880 4592";"";"http://www.living-history.nl";"info@living-history.nl"
"Psychotherapiepraktijk Marcel Holtslag";"psychotherapiepraktijk_marcel_holtslag_1";"1";"235";"";"0000-00-00 00:00:00";"Piet Heinkade 145";"1019GM";"";"POINT(4.91887641126339 52.3770797285167)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Marcel Holtslag";"Piet Heinkade";"145";"1019GM";"Amsterdam";"020 671 2140";"";"http://www.marcelholtslag.nl";"info@marcelholtslag.nl"
"Psychotherapiepraktijk Peter Dekker";"psychotherapiepraktijk_peter_dekker_1";"1";"235";"";"0000-00-00 00:00:00";"Herengracht 348";"1016CG";"";"POINT(4.88640900471472 52.3690017325653)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Peter Dekker";"Herengracht";"348";"1016CG";"Amsterdam";"020 622 9413";"";"http://peterdekkerpsychotherapeut.nl";"peterpsychotherapeut@tiscali.nl"
"Psychotherapiepraktijk Sinteze";"psychotherapiepraktijk_sinteze_2";"1";"235";"";"0000-00-00 00:00:00";"Cruquiuskade 113";"1018AM";"";"POINT(4.92920995675088 52.367638134004)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk Sinteze";"Cruquiuskade";"113";"1018AM";"Amsterdam";"020 760 3696";"";"https://www.sinteze.nl";"praktijk@sinteze.nl"
"Psychotherapiepraktijk ter Haar";"psychotherapiepraktijk_ter_haar_1";"1";"235";"";"0000-00-00 00:00:00";"Oudezijds Achterburgwal 189";"1012DK";"";"POINT(4.89614279431077 52.3704355990682)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:10";"2016-06-22 14:48:10";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychotherapiepraktijk ter Haar";"Oudezijds Achterburgwal";"189";"1012DK";"Amsterdam";"06 1533 8655";"";"http://arnoutterhaar.praktijkinfo.nl";""
"PuntP volwassenen";"puntp_volwassenen_4";"1";"235";"";"0000-00-00 00:00:00";"Roetersstraat 210";"1018WE";"";"POINT(4.91101959357631 52.3620209535306)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"PuntP volwassenen";"Roetersstraat";"210";"1018WE";"Amsterdam";"020 590 5600";"";"http://www.puntp.nl";""
"PuntP volwassenen";"puntp_volwassenen_5";"1";"235";"";"0000-00-00 00:00:00";"Strekkerweg 77";"1033DA";"";"POINT(4.89473619464938 52.404546992831)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"PuntP volwassenen";"Strekkerweg";"77";"1033DA";"Amsterdam";"020 590 5600";"";"http://www.puntp.nl";""
"Pychotherapiepraktijk Jordaan";"pychotherapiepraktijk_jordaan_2";"1";"235";"";"0000-00-00 00:00:00";"Eerste Tuindwarsstraat 5";"1015RT";"";"POINT(4.8837554085287 52.3776995728738)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Pychotherapiepraktijk Jordaan";"Eerste Tuindwarsstraat";"5";"1015RT";"Amsterdam";"020 421 0378";"";"http://www.praktijkjordaan.nl";"praktijkjordaan@chello.nl"
"Pychotherapiepraktijk Jordaan";"pychotherapiepraktijk_jordaan_3";"1";"235";"";"0000-00-00 00:00:00";"Egelantiersgracht 76";"1015RM";"";"POINT(4.88209734278334 52.3762814418009)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Pychotherapiepraktijk Jordaan";"Egelantiersgracht";"76";"1015RM";"Amsterdam";"020 421 0378";"";"http://www.praktijkjordaan.nl";"praktijkjordaan@chello.nl"
"Richting in Relaties";"richting_in_relaties";"1";"235";"";"0000-00-00 00:00:00";"Quellijnstraat 133d";"1073XJ";"";"POINT(4.89431366541414 52.3566498168972)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Richting in Relaties";"Quellijnstraat";"133d";"1073XJ";"Amsterdam";"020 662 9488";"";"http://www.ploegcoaching.nl";"ploegwf@gmail.com"
"Stichting Secret Garden";"stichting_secret_garden";"1";"235";"";"0000-00-00 00:00:00";"Nieuwe Herengracht 20";"1018DP";"";"POINT(4.90423665123218 52.3661008635734)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Stichting Secret Garden";"Nieuwe Herengracht";"20";"1018DP";"Amsterdam";"020 778 6120";"";"http://www.stichtingsecretgarden.nl";"info@stichtingsecretgarden.nl"
"Talk, Touch and Body Explorations";"talk_touch_and_body_explorations";"1";"235";"";"0000-00-00 00:00:00";"Tweede Schinkelstraat 31";"1075TP";"";"POINT(4.85436900892146 52.3532052079227)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Talk, Touch and Body Explorations";"Tweede Schinkelstraat";"31";"1075TP";"Amsterdam";"06 4071 9271";"";"http://volkermoritznl.wordpress.com";""
"Transgenders Amsterdam";"transgenders_amsterdam";"1";"235";"";"0000-00-00 00:00:00";"Westerstraat 266";"1015MT";"";"POINT(4.87968518771488 52.3778889153558)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Transgenders Amsterdam";"Westerstraat";"266";"1015MT";"Amsterdam";"06 1697 3620";"";"http://transgendersamsterdam.nl";"info@transgendersamsterdam.nl"
"Transvisie Zorg";"transvisie_zorg_1";"1";"235";"";"0000-00-00 00:00:00";"Rhijnspoorplein 26";"1018TX";"";"POINT(4.90767112130932 52.3607761200273)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:11";"2016-06-22 14:48:11";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Transvisie Zorg";"Rhijnspoorplein";"26";"1018TX";"Amsterdam";"020 205 0913";"";"http://www.transvisiezorg.nl";"info@transvisiezorg.nl"
"Veilige Haven";"veilige_haven";"1";"235";"";"0000-00-00 00:00:00";"Kloveniersburgwal 43";"1011JW";"";"POINT(4.89891472055574 52.3707346695872)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:12";"2016-06-22 14:48:12";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Veilige Haven";"Kloveniersburgwal";"43";"1011JW";"Amsterdam";"020 557 3329";"";"http://www.veiligehavenamsterdam.nl";""
"Wilfried Sluys Relatie- en Gestalttherapie Amsterdam en omgeving";"wilfried_sluys_relatie_en_gestalttherapie_amsterdam_en_omgeving_1";"1";"235";"";"0000-00-00 00:00:00";"Waterlandlaan 81";"1441RS";"";"POINT(4.96007296592279 52.5035425746909)";"";"Purmerend";"";"";"";"";"";"";"0";"2016-06-22 14:48:12";"2016-06-22 14:48:12";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Wilfried Sluys Relatie- en Gestalttherapie Amsterdam en omgeving";"Waterlandlaan";"81";"1441RS";"Purmerend";"0299 450 841";"";"http://www.ws-gestalttherapie.nl";""
"Zóciëteit, vereniging voor homomannen";"zocieteit_vereniging_voor_homomannen";"1";"235";"";"0000-00-00 00:00:00";"Saskia van Uijlenburgkade 5";"1058GA";"";"POINT(4.84458454261457 52.3563334410551)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:12";"2016-06-22 14:48:12";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Zóciëteit, vereniging voor homomannen";"Saskia van Uijlenburgkade";"5";"1058GA";"Amsterdam";"020 775 7891";"";"http://www.zocieteit.nl";"zocieteit@msn.com"
